phone_timestamp,server_received_timestamp,accelerometer_x,accelerometer_y,accelerometer_z,accel_nograv_x,accel_nograv_y,accel_nograv_z,gyroscope_alpha,gyroscope_beta,gyroscope_gamma,orientation_alpha,orientation_beta,orientation_gamma,magnetometer_x,magnetometer_y,magnetometer_z,latitude,longitude,altitude,speed,heading,accuracy
2026-09-17T01:44:02.176Z,2026-09-17T01:44:05.500Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:03.169Z,2026-09-17T01:44:06.525Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:04.173Z,2026-09-17T01:44:07.548Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:05.168Z,2026-09-17T01:44:08.574Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:06.176Z,2026-09-17T01:44:09.661Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:07.166Z,2026-09-17T01:44:10.516Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:08.177Z,2026-09-17T01:44:11.542Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:09.176Z,2026-09-17T01:44:12.568Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:18.739Z,2026-09-17T01:44:22.020Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:20.653Z,2026-09-17T01:44:24.035Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:22.234Z,2026-09-17T01:44:25.572Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:23.349Z,2026-09-17T01:44:26.698Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:29.305Z,2026-09-17T01:44:32.604Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:48.639Z,2026-09-17T01:44:51.992Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:57.661Z,2026-09-17T01:45:01.112Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:58.655Z,2026-09-17T01:45:01.931Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:58.976Z,2026-09-17T01:45:02.279Z,0.9,0.4,9.8,0,0,-0.1,0,0.2,-0.1,359.9,2.6,-5.5,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:44:59.115Z,2026-09-17T01:45:02.394Z,2.1,2.8,10.2,0.2,-0.2,1.3,2,13.7,7.8,94.7,18.1,-12.2,,,,11.055314,76.927092,374.7,0.09,,4.48
2026-09-17T01:46:13.936Z,2026-09-17T01:46:17.217Z,-0.6,0.9,9.8,0,0,0,0,0,0,80.9,5.1,3.7,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:14.650Z,2026-09-17T01:46:17.927Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:15.657Z,2026-09-17T01:46:18.959Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:16.657Z,2026-09-17T01:46:19.961Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:17.657Z,2026-09-17T01:46:20.979Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:18.655Z,2026-09-17T01:46:21.936Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:20.905Z,2026-09-17T01:46:24.206Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:22.833Z,2026-09-17T01:46:26.117Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:41.039Z,2026-09-17T01:46:44.336Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:46:49.038Z,2026-09-17T01:46:52.328Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:47:10.779Z,2026-09-17T01:47:14.087Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:47:11.661Z,2026-09-17T01:47:14.959Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:47:30.134Z,2026-09-17T01:47:33.433Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:47:35.934Z,2026-09-17T01:47:39.233Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:47:36.931Z,2026-09-17T01:47:40.230Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:47:39.939Z,2026-09-17T01:47:43.246Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:47:44.828Z,2026-09-17T01:47:48.111Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:47:48.917Z,2026-09-17T01:47:52.233Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:48:00.147Z,2026-09-17T01:48:03.460Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:48:00.907Z,2026-09-17T01:48:04.197Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:48:10.806Z,2026-09-17T01:48:14.106Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T01:48:18.990Z,2026-09-17T01:48:22.274Z,-0.7,0.9,9.8,0,0,0,0,-0.2,0,80.9,5.1,3.8,,,,11.055217,76.926996,374.7,0.11,83.48,3.7
2026-09-17T11:34:11.417Z,2026-09-17T11:34:14.376Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:12.416Z,2026-09-17T11:34:15.400Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:13.418Z,2026-09-17T11:34:16.341Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:14.416Z,2026-09-17T11:34:17.365Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:15.415Z,2026-09-17T11:34:18.471Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:16.415Z,2026-09-17T11:34:19.495Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:17.420Z,2026-09-17T11:34:20.338Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:18.413Z,2026-09-17T11:34:21.331Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:19.418Z,2026-09-17T11:34:22.361Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:20.418Z,2026-09-17T11:34:23.393Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:21.417Z,2026-09-17T11:34:24.335Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:22.419Z,2026-09-17T11:34:25.432Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:23.418Z,2026-09-17T11:34:26.427Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:24.418Z,2026-09-17T11:34:27.335Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:25.418Z,2026-09-17T11:34:28.355Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:26.407Z,2026-09-17T11:34:29.343Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:27.414Z,2026-09-17T11:34:30.346Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:28.417Z,2026-09-17T11:34:31.369Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:29.418Z,2026-09-17T11:34:32.337Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:30.418Z,2026-09-17T11:34:33.336Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:31.417Z,2026-09-17T11:34:34.340Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:32.419Z,2026-09-17T11:34:35.336Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:33.418Z,2026-09-17T11:34:36.336Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:34.418Z,2026-09-17T11:34:37.419Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:35.417Z,2026-09-17T11:34:38.528Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:36.419Z,2026-09-17T11:34:39.358Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:37.408Z,2026-09-17T11:34:40.326Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:38.417Z,2026-09-17T11:34:41.418Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:39.418Z,2026-09-17T11:34:42.338Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:40.418Z,2026-09-17T11:34:43.335Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:41.409Z,2026-09-17T11:34:44.484Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:42.417Z,2026-09-17T11:34:45.507Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:43.409Z,2026-09-17T11:34:46.532Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:44.418Z,2026-09-17T11:34:47.556Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:45.418Z,2026-09-17T11:34:48.374Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:46.419Z,2026-09-17T11:34:49.336Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:47.413Z,2026-09-17T11:34:50.422Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:48.417Z,2026-09-17T11:34:51.336Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:49.418Z,2026-09-17T11:34:52.471Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:50.410Z,2026-09-17T11:34:53.399Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:51.417Z,2026-09-17T11:34:54.525Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:52.417Z,2026-09-17T11:34:55.445Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:53.409Z,2026-09-17T11:34:56.361Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:54.419Z,2026-09-17T11:34:57.386Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:55.418Z,2026-09-17T11:34:58.340Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:56.418Z,2026-09-17T11:34:59.434Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:57.418Z,2026-09-17T11:35:00.401Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:58.443Z,2026-09-17T11:35:01.400Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:34:59.418Z,2026-09-17T11:35:02.338Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:00.418Z,2026-09-17T11:35:03.425Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:01.417Z,2026-09-17T11:35:04.367Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:02.416Z,2026-09-17T11:35:05.407Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:03.418Z,2026-09-17T11:35:06.348Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:04.418Z,2026-09-17T11:35:07.362Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:05.412Z,2026-09-17T11:35:08.362Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:06.418Z,2026-09-17T11:35:09.361Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:07.415Z,2026-09-17T11:35:10.388Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:08.419Z,2026-09-17T11:35:11.517Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:09.418Z,2026-09-17T11:35:12.423Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:35:10.419Z,2026-09-17T11:35:13.368Z,0.5,2.3,9.4,0.2,-0.4,-0.1,47.4,-41.4,-3.2,112.5,14.8,-3.4,,,,,,,,,
2026-09-17T11:44:59.687Z,2026-09-17T11:45:02.672Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:00.688Z,2026-09-17T11:45:03.691Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:01.688Z,2026-09-17T11:45:04.819Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:02.688Z,2026-09-17T11:45:05.642Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:03.688Z,2026-09-17T11:45:06.605Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:04.680Z,2026-09-17T11:45:07.692Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:05.679Z,2026-09-17T11:45:08.600Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:06.689Z,2026-09-17T11:45:09.655Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:07.691Z,2026-09-17T11:45:10.762Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:08.681Z,2026-09-17T11:45:11.695Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:09.689Z,2026-09-17T11:45:12.715Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:10.686Z,2026-09-17T11:45:13.629Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:11.688Z,2026-09-17T11:45:14.653Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:12.689Z,2026-09-17T11:45:15.608Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:13.682Z,2026-09-17T11:45:16.713Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:14.688Z,2026-09-17T11:45:17.707Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:15.688Z,2026-09-17T11:45:18.717Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:16.688Z,2026-09-17T11:45:19.773Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:17.686Z,2026-09-17T11:45:20.695Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:18.725Z,2026-09-17T11:45:21.642Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:19.686Z,2026-09-17T11:45:22.644Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:20.689Z,2026-09-17T11:45:23.609Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:21.689Z,2026-09-17T11:45:24.688Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:22.689Z,2026-09-17T11:45:25.710Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:23.687Z,2026-09-17T11:45:26.625Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:24.689Z,2026-09-17T11:45:27.606Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:25.688Z,2026-09-17T11:45:28.607Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:26.688Z,2026-09-17T11:45:29.608Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:27.689Z,2026-09-17T11:45:30.622Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:28.685Z,2026-09-17T11:45:31.650Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:29.685Z,2026-09-17T11:45:32.677Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:30.689Z,2026-09-17T11:45:33.699Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
2026-09-17T11:45:31.689Z,2026-09-17T11:45:34.625Z,0.1,0.2,9.9,0,0,0,0,0,0,94.9,1.3,-0.2,,,,,,,,,
