timestamp_ms,relative_time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,accel_mag,gyro_mag,accel_x_filt,accel_y_filt,accel_z_filt,latitude,longitude,altitude,gnss_speed_m_s,gnss_accuracy,gnss_bearing,gnss_speed_km_h,cell_id,signal_dbm,flag_imu_valid,flag_gnss_valid,flag_speed_ref_valid,flag_outage,flag_cell_valid
1789583517.0,0.32,0.15,-0.32,9.81,0.05,0.12,-1.25,9.816363888935658,1.2567418191498203,0.13933870141348903,-0.2906346688055751,9.80756847576097,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583527.0,0.33,0.15,-0.32,9.81,0.05,0.12,-1.25,9.816363888935658,1.2567418191498203,0.13588072788210048,-0.2811100750436804,9.806779815131005,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583537.0,0.34,0.15,-0.32,9.81,0.05,0.12,-1.25,9.816363888935658,1.2567418191498203,0.14651993230186755,-0.3104145503753196,9.809206300349551,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583547.0,0.35,0.15,-0.32,9.81,0.05,0.12,-1.25,9.816363888935658,1.2567418191498203,0.17128395464443552,-0.37862422595046297,9.814854235269788,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583557.0,0.36,0.15,-0.32,9.81,0.05,0.12,-1.25,9.816363888935658,1.2567418191498203,0.19249048093621673,-0.4370351843330882,9.819690811441598,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583567.0,0.37,0.15,-0.32,9.81,0.05,0.12,-1.25,9.816363888935658,1.2567418191498203,0.17738443728936643,-0.39542730972685125,9.816245573416877,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583577.0,0.38,0.15,-0.32,9.81,0.05,0.12,-1.25,9.816363888935658,1.2567418191498203,0.09708530566723658,-0.17425250859221297,9.79793173638025,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583587.0,0.39,0.15,-0.32,9.81,0.05,0.12,-1.25,9.816363888935658,1.2567418191498203,-0.04844545907500379,0.22659538727676476,9.764740509333773,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583597.0,0.4,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.22155454092499646,0.7034046127232357,9.72525949066623,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583607.0,0.41,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.3670853056672366,1.104252508592213,9.692068263619754,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583617.0,0.42,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.44738443728936633,1.3254273097268512,9.673754426583129,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583627.0,0.43,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.46249048093621664,1.3670351843330881,9.67030918855841,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583637.0,0.44,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.44128395464443537,1.308624225950463,9.675145764730221,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583647.0,0.45,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41651993230186735,1.2404145503753197,9.680793699650458,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583657.0,0.46,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.40588072788210033,1.2111100750436807,9.683220184869002,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583667.0,0.47,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.40933870141348905,1.2206346688055758,9.682431524239032,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583677.0,0.48,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4179607092175854,1.2443830060905428,9.680465101406513,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583687.0,0.49,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42382294260744735,1.2605298594626186,9.679128100808823,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583697.0,0.5,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42451636931829667,1.262439824262677,9.678969950857224,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583707.0,0.51,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42204042499167915,1.2556201179595374,9.679534639914174,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583717.0,0.52,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4194503744274914,1.2484861190371255,9.680125353200747,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583727.0,0.53,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4184305228298789,1.2456770541103683,9.68035795093354,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583737.0,0.54,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4188806592131105,1.2469169034466383,9.680255288249647,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583747.0,0.55,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41982251963202954,1.249511150565416,9.680040477978665,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583757.0,0.56,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4204307508845054,1.2511864541906568,9.679901758570201,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583767.0,0.57,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42048022412235075,1.251322722582617,9.679890475200162,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583777.0,0.58,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42020399023624955,1.2505618678437063,9.679953475911026,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583787.0,0.59,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41992994640565207,1.249807045362937,9.68001597713555,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583797.0,0.6,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41982957548183014,1.2495305850990757,9.68003886874976,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583807.0,0.61,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41988394871992685,1.2496803499829547,9.680026467835809,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583817.0,0.62,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199856713350934,1.2499605333264834,9.680003267941121,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583827.0,0.63,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200483185079401,1.2501330878201145,9.67998897998942,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583837.0,0.64,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200509273823015,1.2501402736670406,9.679988384982984,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583847.0,0.65,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42002024248343195,1.2500557556122602,9.67999538329325,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583857.0,0.66,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999132257546207,1.2499760990236415,9.680001979061732,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583867.0,0.67,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41998153906793356,1.249949151467817,9.680004210388013,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583877.0,0.68,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41998800302197564,1.249966955692108,9.680002736152884,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583887.0,0.69,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199989631789352,1.2499971441946114,9.680000236467967,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583897.0,0.7,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200053939390208,1.2500148569899359,9.679998769803385,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583907.0,0.71,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200053885106763,1.25001484203818,9.679998771041426,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583917.0,0.72,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42000199342538036,1.2500054906628904,9.679999545359124,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583927.0,0.73,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199989486618587,1.2499971042089792,9.680000239778874,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583937.0,0.74,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199980053502149,1.2499945059646274,9.680000454920126,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583947.0,0.75,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199987637384836,1.249996594858631,9.680000281954381,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583957.0,0.76,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999994181328004,1.2499998397313155,9.680000013270657,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583967.0,0.77,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42000059950911106,1.2500016512794812,9.679999863269856,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583977.0,0.78,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42000056882939046,1.2500015667756892,9.679999870266986,11.016845,76.955812,410.2,1.2,4.5,90.0,4.32,,,1,1,1,0,0
1789583987.0,0.79,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200001945608663,1.2500005358957194,9.679999955626473,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789583997.0,0.8,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199998747697008,1.2499996550674217,9.680000028561295,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584007.0,0.81,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999978501608676,1.249999407851327,9.680000049031415,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584017.0,0.82,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999987303775715,1.2499996502969806,9.6800000289563,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584027.0,0.83,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999999936803845,1.2499999982593346,9.680000000144133,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584037.0,0.84,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42000006636554654,1.250000182796331,9.679999984863999,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584047.0,0.85,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000599067218,1.2500001650062345,9.679999986337062,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584057.0,0.86,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000187886975,1.250000051751325,9.679999995714857,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584067.0,0.87,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199999852837844,1.249999959465862,9.68000000335633,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584077.0,0.88,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999997688471696,1.2499999363315883,9.680000005271907,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584087.0,0.89,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199999870085789,1.2499999642166117,9.680000002962956,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584097.0,0.9,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42000000052422226,1.2500000014439105,9.679999999880442,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584107.0,0.91,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000073194794,1.2500000201606718,9.67999999833065,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584117.0,0.92,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000062940256,1.2500000173361765,9.679999998564526,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584127.0,0.93,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000017911483,1.2500000049335145,9.679999999591494,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584137.0,0.94,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999999828971074,1.2499999952892034,9.680000000390065,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584147.0,0.95,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199999975204754,1.2499999931704318,9.680000000565503,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584157.0,0.96,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999999867587723,1.2499999963528539,9.680000000301991,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584167.0,0.97,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42000000011856364,1.2500000003265692,9.679999999972958,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584177.0,0.98,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42000000080448985,1.250000002215875,9.679999999816522,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584187.0,0.99,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000006596516,1.250000001816935,9.679999999849557,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584197.0,1.0,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000001680251,1.2500000004628062,9.679999999961682,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584207.0,1.01,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999999980306946,1.2499999994575774,9.680000000044917,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584217.0,1.02,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4199999997346432,1.2499999992691049,9.680000000060522,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584227.0,1.03,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999999986561953,1.2499999996298645,9.680000000030649,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584237.0,1.04,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.42000000001926474,1.2500000000530636,9.679999999995607,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584247.0,1.05,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000000881366,1.2500000002427638,9.679999999979902,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584257.0,1.06,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000000689602,1.2500000001899447,9.679999999984279,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584267.0,1.07,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.4200000000154381,1.2500000000425235,9.679999999996484,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
1789584277.0,1.08,-0.42,1.25,9.68,0.18,-0.45,2.15,9.769406327919828,2.2039509976403737,-0.41999999997750315,1.2499999999380351,9.680000000005132,11.016845,76.955812,412.0,0.8,3.2,140.5,2.8800000000000003,,,1,1,1,0,0
